0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
POMA,JATO,"72,50","57,20","60,32","-3,12","66,72",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
ARANCIO,CARBOJ,"34,80","27,43","28,06","-0,63","27,76",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
NICOLETTI,CRISA',"20,20","16,60","16,90","-0,30","17,34",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","13,51","14,05","-0,54","19,99",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
TRINITA',DELIA,"18,00","10,33","9,82","0,51","11,48",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","54,33","54,57","-0,24","61,10",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-06.pdf,0,,,
RUBINO,BIRGI,"11,50","7,71","7,89","-0,18","10,75",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
COMUNELLI,COMUNELLI,"8,00","0,17","0,19","-0,02","1,28",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-06.pdf,0,,,
CIMIA,CIMIA,"10,00","6,11","6,51","-0,40","8,40",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-06.pdf,0,,,
DISUERI,GELA,"23,60","2,01","2,06","-0,05","2,42",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-06.pdf,0,,,
ANCIPA,TROINA,"30,40","25,36","25,60","-0,24","20,49",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-06.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","76,30","75,80","0,50","97,90",IRR. - ELETTR.,E.N.E.L.,,inv_2016-06.pdf,0,,,
FANACO,PLATANI,"20,70","14,25","15,51","-1,26","18,79",POTABILE,SICILIACQUE,,inv_2016-06.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","61,18","61,51","-0,33","60,74",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-06.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","19,47","19,25","0,22","20,63",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
PRIZZI,RAIA,"9,20","6,47","6,71","-0,24","7,91",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-06.pdf,0,,,
OLIVO,OLIVO,"15,00","4,16","4,46","-0,30","5,72",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
LEONE,VERDURA,"4,19","3,15","3,35","-0,20","4,18",POT. - ELETTR.,SICILIACQUE,,inv_2016-06.pdf,0,,,
S. GIOVANNI,NARO,"16,30","12,08","13,31","-1,23","15,68",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","1,20","1,05","0,15","0,81",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-06.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","73,08","81,31","-8,23","98,60",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-06.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-06.pdf,0,,,
-14%,-3%,TOTALI,"519,07","537,35","-18,28","606,75",,,,inv_2016-06.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-06.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-06.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA AL 1° DICEMBRE 2016,,,,,,,,,,inv_2016-12.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2016-12.pdf,0,,,
,,,"dicembre
2016","novembre
2016","scarto
mese prec.","dicembre
2015",,,,inv_2016-12.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","1,88","3,12","-1,24","6,28",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","10,48","10,92","-0,44","17,99",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2016-12.pdf,0,,,
POMA,JATO,"72,50","29,46","32,32","-2,86","43,74",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
ARANCIO,CARBOJ,"34,80","22,24","21,90","0,34","25,88",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
NICOLETTI,CRISA',"20,20","14,42","14,62","-0,20","17,43",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","9,14","9,31","-0,17","15,53",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
TRINITA',DELIA,"18,00","6,60","5,94","0,66","5,11",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","27,39","26,76","0,63","47,66",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-12.pdf,0,,,
RUBINO,BIRGI,"11,50","3,88","4,10","-0,22","7,58",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
COMUNELLI,COMUNELLI,"8,00","0,21","0,09","0,12","0,46",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-12.pdf,0,,,
CIMIA,CIMIA,"10,00","3,08","2,77","0,31","7,66",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-12.pdf,0,,,
DISUERI,GELA,"23,60","1,14","0,56","0,58","1,02",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-12.pdf,0,,,
ANCIPA,TROINA,"30,40","3,53","4,83","-1,30","12,48",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-12.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","5,12","10,72","-5,60","38,67",IRR. - ELETTR.,E.N.E.L.,,inv_2016-12.pdf,0,,,
FANACO,PLATANI,"20,70","5,80","5,31","0,49","13,77",POTABILE,SICILIACQUE,,inv_2016-12.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","36,35","37,86","-1,51","60,14",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-12.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","9,76","6,39","3,37","12,67",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
PRIZZI,RAIA,"9,20","2,18","1,50","0,68","4,83",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-12.pdf,0,,,
OLIVO,OLIVO,"15,00","1,46","2,73","-1,27","4,90",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
LEONE,VERDURA,"4,19","2,39","1,26","1,13","3,82",POT. - ELETTR.,SICILIACQUE,,inv_2016-12.pdf,0,,,
S. GIOVANNI,NARO,"16,30","8,41","7,82","0,59","12,52",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,57","0,52","0,05","0,53",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-12.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","39,08","36,84","2,24","90,41",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-12.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-12.pdf,0,,,
-46%,-1%,TOTALI,"244,57","248,19","-3,62","451,08",,,,inv_2016-12.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-12.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-12.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA AL 1° SETTEMBRE 2016,,,,,,,,,,inv_2016-09.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2016-09.pdf,0,,,
,,,"settembre
2016","agosto
2016","scarto
mese prec.","settembre
2015",,,,inv_2016-09.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","3,99","7,51","-3,52","3,99",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","12,41","14,56","-2,15","15,56",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2016-09.pdf,0,,,
POMA,JATO,"72,50","48,37","46,84","1,53","48,37",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
ARANCIO,CARBOJ,"34,80","24,02","24,85","-0,83","24,04",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
NICOLETTI,CRISA',"20,20","15,65","15,56","0,09","15,65",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","17,94","11,63","6,31","17,94",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
TRINITA',DELIA,"18,00","6,84","7,00","-0,16","6,84",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","33,14","41,99","-8,85","45,09",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-09.pdf,0,,,
RUBINO,BIRGI,"11,50","7,42","5,91","1,51","7,42",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
COMUNELLI,COMUNELLI,"8,00","0,06","0,06","0,00","0,42",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-09.pdf,0,,,
CIMIA,CIMIA,"10,00","6,54","6,02","0,52","6,53",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-09.pdf,0,,,
DISUERI,GELA,"23,60","0,92","0,72","0,20","0,91",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-09.pdf,0,,,
ANCIPA,TROINA,"30,40","8,87","11,23","-2,36","9,18",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-09.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","30,52","55,88","-25,36","47,33",IRR. - ELETTR.,E.N.E.L.,,inv_2016-09.pdf,0,,,
FANACO,PLATANI,"20,70","8,80","10,78","-1,98","15,24",POTABILE,SICILIACQUE,,inv_2016-09.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","44,95","51,66","-6,71","45,39",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-09.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","12,24","12,59","-0,35","12,24",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
PRIZZI,RAIA,"9,20","2,64","4,16","-1,52","6,22",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-09.pdf,0,,,
OLIVO,OLIVO,"15,00","4,44","3,90","0,54","4,43",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
LEONE,VERDURA,"4,19","2,09","2,51","-0,42","3,96",POT. - ELETTR.,SICILIACQUE,,inv_2016-09.pdf,0,,,
S. GIOVANNI,NARO,"16,30","12,65","9,22","3,43","12,64",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,46","0,76","-0,30","0,45",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-09.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","46,57","53,78","-7,21","80,47",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-09.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-09.pdf,0,,,
-18%,-12%,TOTALI,"351,53","399,12","-47,59","430,31",,,,inv_2016-09.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-09.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-09.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2016-03.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2016-03.pdf,0,,,
,,,"marzo
2016","febbraio
2016","scarto
mese prec.","marzo
2015",,,,inv_2016-03.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","7,14","6,59","0,55","11,10",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","17,72","18,03","-0,31","24,29",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2016-03.pdf,0,,,
POMA,JATO,"72,50","49,50","48,55","0,95","67,83",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
ARANCIO,CARBOJ,"34,80","27,22","26,80","0,42","29,29",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
NICOLETTI,CRISA',"20,20","17,00","17,17","-0,17","15,77",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","14,80","15,07","-0,27","20,21",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
TRINITA',DELIA,"18,00","5,51","5,14","0,37","9,09",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","52,04","50,77","1,27","49,37",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-03.pdf,0,,,
RUBINO,BIRGI,"11,50","7,52","7,46","0,06","11,56",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,21","5,28","-0,07","6,62",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
CIMIA,CIMIA,"10,00","6,67","6,89","-0,22","6,46",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-03.pdf,0,,,
DISUERI,GELA,"23,60","1,75","1,47","0,28","2,06",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-03.pdf,0,,,
ANCIPA,TROINA,"30,40","16,93","17,38","-0,45","26,15",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-03.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","60,41","54,43","5,98","106,57",IRR. - ELETTR.,E.N.E.L.,,inv_2016-03.pdf,0,,,
FANACO,PLATANI,"20,70","13,59","12,60","0,99","19,42",POTABILE,SICILIACQUE,,inv_2016-03.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","61,05","56,54","4,51","70,84",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-03.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","15,91","13,72","2,19","21,00",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
PRIZZI,RAIA,"9,20","4,27","3,28","0,99","7,97",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-03.pdf,0,,,
OLIVO,OLIVO,"15,00","4,43","5,18","-0,75","5,39",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
LEONE,VERDURA,"4,19","3,67","3,59","0,08","4,20",POT. - ELETTR.,SICILIACQUE,,inv_2016-03.pdf,0,,,
S. GIOVANNI,NARO,"16,30","13,50","13,08","0,42","16,00",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,54","0,52","0,02","0,77",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-03.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","93,76","85,15","8,61","102,97",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-03.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-03.pdf,0,,,
-21%,5%,TOTALI,"500,14","474,69","25,45","634,93",,,,inv_2016-03.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-03.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-03.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2016-04.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2016-04.pdf,0,,,
,,,"aprile
2016","marzo
2016","scarto
mese prec.","aprile
2015",,,,inv_2016-04.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","9,76","7,14","2,62","9,38",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","20,60","17,72","2,88","25,08",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2016-04.pdf,0,,,
POMA,JATO,"72,50","61,92","49,50","12,42","72,64",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
ARANCIO,CARBOJ,"34,80","28,52","27,22","1,30","29,29",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
NICOLETTI,CRISA',"20,20","17,08","17,00","0,08","17,78",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","14,55","14,80","-0,25","20,13",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
TRINITA',DELIA,"18,00","9,15","5,51","3,64","9,68",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","54,37","52,04","2,33","61,38",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-04.pdf,0,,,
RUBINO,BIRGI,"11,50","8,13","7,52","0,61","11,43",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,37","5,21","0,16","6,92",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
CIMIA,CIMIA,"10,00","6,72","6,67","0,05","7,95",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-04.pdf,0,,,
DISUERI,GELA,"23,60","2,24","1,75","0,49","2,06",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-04.pdf,0,,,
ANCIPA,TROINA,"30,40","25,49","16,93","8,56","26,41",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-04.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","74,18","60,41","13,77","109,15",IRR. - ELETTR.,E.N.E.L.,,inv_2016-04.pdf,0,,,
FANACO,PLATANI,"20,70","15,77","13,59","2,18","19,26",POTABILE,SICILIACQUE,,inv_2016-04.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","59,88","61,05","-1,17","60,26",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-04.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","18,76","15,91","2,85","20,96",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
PRIZZI,RAIA,"9,20","6,44","4,27","2,17","7,97",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-04.pdf,0,,,
OLIVO,OLIVO,"15,00","4,59","4,43","0,16","5,94",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
LEONE,VERDURA,"4,19","3,77","3,67","0,10","4,19",POT. - ELETTR.,SICILIACQUE,,inv_2016-04.pdf,0,,,
S. GIOVANNI,NARO,"16,30","14,19","13,50","0,69","15,94",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,72","0,54","0,18","0,78",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-04.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","86,67","93,76","-7,09","100,74",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-04.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-04.pdf,0,,,
-15%,10%,TOTALI,"548,87","500,14","48,73","645,32",,,,inv_2016-04.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-04.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-04.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA AL 1° MAGGIO 2016,,,,,,,,,,inv_2016-05.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2016-05.pdf,0,,,
,,,"maggio
2016","aprile
2016","scarto
mese prec.","maggio
2015",,,,inv_2016-05.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","9,48","9,76","-0,28","7,74",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","19,64","20,60","-0,96","22,87",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2016-05.pdf,0,,,
POMA,JATO,"72,50","60,32","61,92","-1,60","70,45",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
ARANCIO,CARBOJ,"34,80","28,06","28,52","-0,46","29,29",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
NICOLETTI,CRISA',"20,20","16,90","17,08","-0,18","17,66",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","14,05","14,55","-0,50","20,06",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
TRINITA',DELIA,"18,00","9,82","9,15","0,67","11,02",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
OGLIASTRO(Don Sturzo),GORNALUNGA,"110,00","54,57","54,37","0,20","61,47",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2016-05.pdf,0,,,
RUBINO,BIRGI,"11,50","7,89","8,13","-0,24","11,10",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
COMUNELLI,COMUNELLI,"8,00","0,19","0,32","-0,13","1,35",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-05.pdf,0,,,
CIMIA,CIMIA,"10,00","6,51","6,72","-0,21","8,39",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,(**),inv_2016-05.pdf,0,,,
DISUERI,GELA,"23,60","2,06","2,24","-0,18","2,11",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-05.pdf,0,,,
ANCIPA,TROINA,"30,40","25,60","25,49","0,11","21,00",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-05.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","75,80","74,18","1,62","99,05",IRR. - ELETTR.,E.N.E.L.,,inv_2016-05.pdf,0,,,
FANACO,PLATANI,"20,70","15,51","15,77","-0,26","19,10",POTABILE,SICILIACQUE,,inv_2016-05.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","61,51","59,88","1,63","60,39",POT. - IRR.,C.B. 2 - PALERMO,,inv_2016-05.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","19,25","18,76","0,49","20,92",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
PRIZZI,RAIA,"9,20","6,71","6,44","0,27","7,97",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2016-05.pdf,0,,,
OLIVO,OLIVO,"15,00","4,46","4,59","-0,13","6,00",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
LEONE,VERDURA,"4,19","3,35","3,77","-0,42","4,19",POT. - ELETTR.,SICILIACQUE,,inv_2016-05.pdf,0,,,
S. GIOVANNI,NARO,"16,30","13,31","14,19","-0,88","15,90",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","1,05","0,72","0,33","0,74",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2016-05.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","81,31","86,67","-5,36","101,02",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2016-05.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2016-05.pdf,0,,,
-13%,-1%,TOTALI,"537,35","543,82","-6,47","619,79",,,,inv_2016-05.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2016-05.pdf,0,,,
,,,,,,,,"(**)=a quota 85,10 interrimento",,inv_2016-05.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA AL 1° NOVEMBRE 2016,,,,,,,,,,inv_2016-11.pdf,0,,,
